"sdc_deal_number","company_name","exit_type","date_announced_filed","date_completed_issued","ticker","proceeds_amt_overallot_sold_all_markets_usd","acquiror_name","rank_value_incl_net_debt_sum_usd","rank_value_incl_net_debt_average_usd","rank_value_incl_net_debt_median_usd","m_a_deal_value_average_usd","m_a_deal_value_sum_usd","m_a_deal_value_median_usd","value_of_earnout_average_usd","value_of_earnout_sum_usd","value_of_earnout_median_usd","purchase_price_average_usd","purchase_price_sum_usd","purchase_price_median_usd","time_to_exit_years","no_of_deals","no_of_ipos","no_of_deals_w_m_a_deal_value","exit_portfolio_company_trbc_industry_group","exit_portfolio_company_trbc_industry","exit_portfolio_company_trbc_economic_sector","exit_portfolio_company_trbc_business_sector","exit_portfolio_company_trbc_activity","exit_date_completed_issued_30","exit_portfolio_company_nation","exit_date_announced_filed_32","exit_date_completed_issued_33","exit_date_completed_issued_34","exit_date_announced_filed_35","exit_date_completed_issued_36","exit_date_completed_issued_37","exit_date_announced_filed_38","exit_date_completed_issued_39","exit_year","company","exit_value","sector"
"34391697554","Trinethra Super Market Limited","Merger","03/01/2007","03/01/2007",NA,0,"Aditya Birla Management Corp Pvt Ltd",0,0,0,0,0,0,0,0,0,0,0,0,6.6,1,0,0,"Food & Drug Retailing","Food Retail & Distribution","Consumer Non-Cyclicals","Food & Drug Retailing","Supermarkets & Convenience Stores","03/01/2007","India","03/01/2007","03/01/2007","03/01/2007","03/01/2007","03/01/2007","03/01/2007","03/01/2007","03/01/2007",NA,"Trinethra Super Market Limited",34391697554,"Food & Drug Retailing"
"34391722341","Comat Technologies Pvt Ltd","Merger","23/09/2007","23/09/2007",NA,0,"Software Paradigms International Group LLC",0,0,0,0,0,0,0,0,0,0,0,0,0.6,1,0,0,"Software & IT Services","IT Services & Consulting","Technology","Software & IT Services","IT Services & Consulting (NEC)","23/09/2007","India","23/09/2007","23/09/2007","23/09/2007","23/09/2007","23/09/2007","23/09/2007","23/09/2007","23/09/2007",NA,"Comat Technologies Pvt Ltd",34391722341,"Software & IT Services"
"34391813503","9X Media Pvt., Ltd.","Merger","29/06/2010","22/09/2010",NA,0,"Zee Entertainment Enterprises Ltd",0,0,0,0,0,0,0,0,0,0,0,0,3.5,1,0,0,"Media & Publishing","Broadcasting","Consumer Cyclicals","Cyclical Consumer Services","Radio Broadcasting","22/09/2010","India","29/06/2010","22/09/2010","22/09/2010","29/06/2010","22/09/2010","22/09/2010","29/06/2010","22/09/2010",NA,"9X Media Pvt., Ltd.",34391813503,"Media & Publishing"
"34391708823","Icenet.net, Ltd.","Merger","14/05/2007","14/05/2007",NA,0,"You Telecom India Pvt Ltd",0,0,0,0,0,0,0,0,0,0,0,0,6.4,1,0,0,"Telecommunications Services","Integrated Telecommunications Services","Technology","Telecommunications Services","Internet Service Providers","14/05/2007","India","14/05/2007","14/05/2007","14/05/2007","14/05/2007","14/05/2007","14/05/2007","14/05/2007","14/05/2007",NA,"Icenet.net, Ltd.",34391708823,"Telecommunications Services"
"34391666453","Visual Vistas","Merger","23/12/2005","30/12/2005",NA,0,"IKF Technologies Ltd",0,0,0,0,0,0,0,0,0,0,0,0,5.9,1,0,0,"Computers, Phones & Household Electronics","Computer Hardware","Technology","Technology Equipment","Computer Hardware (NEC)","30/12/2005","India","23/12/2005","30/12/2005","30/12/2005","23/12/2005","30/12/2005","30/12/2005","23/12/2005","30/12/2005",NA,"Visual Vistas",34391666453,"Computers, Phones & Household Electronics"
"34391685101","CricketnextCom","Merger","23/08/2006","23/08/2006",NA,0,"Web18 Holdings Ltd",0,0,0,0,0,0,0,0,0,0,0,0,6.4,1,0,0,"Computers, Phones & Household Electronics","Computer Hardware","Technology","Technology Equipment","Computer Hardware (NEC)","23/08/2006","India","23/08/2006","23/08/2006","23/08/2006","23/08/2006","23/08/2006","23/08/2006","23/08/2006","23/08/2006",NA,"CricketnextCom",34391685101,"Computers, Phones & Household Electronics"
"34391642395","Vergil Technology (P) Ltd","Merger","01/02/2005","01/02/2005",NA,0,"American CyberSystems Inc",0,0,0,0,0,0,0,0,0,0,0,0,3.8,1,0,0,"Software & IT Services","IT Services & Consulting","Technology","Software & IT Services","Technology Consulting & Outsourcing Services","01/02/2005","India","01/02/2005","01/02/2005","01/02/2005","01/02/2005","01/02/2005","01/02/2005","01/02/2005","01/02/2005",NA,"Vergil Technology (P) Ltd",34391642395,"Software & IT Services"
"34391773710","Mobile2Win India Pvt., Ltd.","Merger","11/02/2009","11/02/2009",NA,0,"Altruist Group",0,0,0,0,0,0,0,0,0,0,0,0,6.1,1,0,0,"Telecommunications Services","Wireless Telecommunications Services","Technology","Telecommunications Services","Wireless Telecommunications Services (NEC)","11/02/2009","India","11/02/2009","11/02/2009","11/02/2009","11/02/2009","11/02/2009","11/02/2009","11/02/2009","11/02/2009",NA,"Mobile2Win India Pvt., Ltd.",34391773710,"Telecommunications Services"
"34391646471","Ionic Microsystems Pte, Ltd.","Merger","29/03/2005","29/03/2005",NA,0,"Global Edge Software Ltd",0,0,0,0,0,0,0,0,0,0,0,0,5.2,1,0,0,"Software & IT Services","IT Services & Consulting","Technology","Software & IT Services","IT Services & Consulting (NEC)","29/03/2005","India","29/03/2005","29/03/2005","29/03/2005","29/03/2005","29/03/2005","29/03/2005","29/03/2005","29/03/2005",NA,"Ionic Microsystems Pte, Ltd.",34391646471,"Software & IT Services"
"34392110962","AppLabs Technologies Pvt., Ltd.","Secondary Sales","14/09/2011","14/09/2011",NA,0,"Computer Sciences Corp",0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,"Software & IT Services","IT Services & Consulting","Technology","Software & IT Services","IT Services & Consulting (NEC)","14/09/2011","India","14/09/2011","14/09/2011","14/09/2011","14/09/2011","14/09/2011","14/09/2011","14/09/2011","14/09/2011",NA,"AppLabs Technologies Pvt., Ltd.",34392110962,"Software & IT Services"
"34392083222","Vishwa Infrastructures and Services Pvt Ltd","Secondary Sales","26/07/2011","16/09/2011",NA,0,"Olympus Capital Holdings Asia (Hong Kong) Ltd",0,0,0,0,0,0,0,0,0,0,0,0,3.2,1,0,0,"Water & Related Utilities","Water & Related Utilities","Utilities","Utilities","Water Supply & Irrigation Systems","16/09/2011","India","26/07/2011","16/09/2011","16/09/2011","26/07/2011","16/09/2011","16/09/2011","26/07/2011","16/09/2011",NA,"Vishwa Infrastructures and Services Pvt Ltd",34392083222,"Water & Related Utilities"
"34391845263","Leisure & Lifestyle Info Svcs","Merger","16/11/2010","16/11/2010",NA,0,"Wego Pte Ltd",0,0,0,0,0,0,0,0,0,0,0,0,3.9,1,0,0,"Software & IT Services","Online Services","Technology","Software & IT Services","Online Services (NEC)","16/11/2010","India","16/11/2010","16/11/2010","16/11/2010","16/11/2010","16/11/2010","16/11/2010","16/11/2010","16/11/2010",NA,"Leisure & Lifestyle Info Svcs",34391845263,"Software & IT Services"
"34391718497","Eastern Software Systems Pvt","Merger","06/07/2007","06/07/2007",NA,0,"Beyondsoft Holdings Ltd",0,0,0,0,0,0,0,0,0,0,0,0,8.1,1,0,0,"Software & IT Services","Software","Technology","Software & IT Services","Software (NEC)","06/07/2007","India","06/07/2007","06/07/2007","06/07/2007","06/07/2007","06/07/2007","06/07/2007","06/07/2007","06/07/2007",NA,"Eastern Software Systems Pvt",34391718497,"Software & IT Services"
"34392053773","Hi-Rel Electronics Pvt., Ltd.","Merger","15/06/2011","30/09/2011",NA,0,"Hitachi India Pvt Ltd",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"Machinery, Tools, Heavy Vehicles, Trains & Ships","Industrial Machinery & Equipment","Industrials","Industrial Goods","Industrial Machinery & Equipment (NEC)","30/09/2011","India","15/06/2011","30/09/2011","30/09/2011","15/06/2011","30/09/2011","30/09/2011","15/06/2011","30/09/2011",NA,"Hi-Rel Electronics Pvt., Ltd.",34392053773,"Machinery, Tools, Heavy Vehicles, Trains & Ships"
"154087332651","Amishi Consumer Technologies Pvt Ltd","Merger","06/10/2021","06/10/2021",NA,0,"Sanghvi Beauty & Technologies Pvt Ltd",0,0,0,0,0,0,0,0,0,0,0,0,4.1,1,0,0,"Software & IT Services","Online Services","Technology","Software & IT Services","Online Services (NEC)","06/10/2021","India","06/10/2021","06/10/2021","06/10/2021","06/10/2021","06/10/2021","06/10/2021","06/10/2021","06/10/2021",NA,"Amishi Consumer Technologies Pvt Ltd",154087332651,"Software & IT Services"
"34391784419","Conzerv Pvt., Ltd.","Merger","04/06/2009","08/06/2009",NA,0,"Schneider Electric SA",0,0,0,0,0,0,0,0,0,0,0,0,14.4,1,0,0,"Machinery, Tools, Heavy Vehicles, Trains & Ships","Electrical Components & Equipment","Industrials","Industrial Goods","Electrical Measuring & Testing Instruments","08/06/2009","India","04/06/2009","08/06/2009","08/06/2009","04/06/2009","08/06/2009","08/06/2009","04/06/2009","08/06/2009",NA,"Conzerv Pvt., Ltd.",34391784419,"Machinery, Tools, Heavy Vehicles, Trains & Ships"
"154084902732","MT Educare Pvt, Ltd.","IPO","17/06/2011","04/04/2012",NA,19.4,NA,0,0,0,0,0,0,0,0,0,0,0,0,4.6,1,1,0,"Professional & Commercial Services","Business Support Services","Industrials","Industrial & Commercial Services","Business Support Services (NEC)","04/04/2012","India","17/06/2011","04/04/2012","04/04/2012","17/06/2011","04/04/2012","04/04/2012","17/06/2011","04/04/2012",NA,"MT Educare Pvt, Ltd.",154084902732,"Professional & Commercial Services"
"154084900265","Arch Pharmalabs Ltd","IPO","25/03/2011","25/03/2011",NA,30.21,NA,0,0,0,0,0,0,0,0,0,0,0,0,7.3,1,1,0,"Pharmaceuticals","Pharmaceuticals","Healthcare","Pharmaceuticals & Medical Research","Pharmaceuticals (NEC)","25/03/2011","India","25/03/2011","25/03/2011","25/03/2011","25/03/2011","25/03/2011","25/03/2011","25/03/2011","25/03/2011",NA,"Arch Pharmalabs Ltd",154084900265,"Pharmaceuticals"
"154084847481","Bhushan Power & Steel Ltd","IPO","06/12/2010","06/12/2010",NA,706.95,NA,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,"Metals & Mining","Iron & Steel","Basic Materials","Mineral Resources","Iron, Steel Mills & Foundries","06/12/2010","India","06/12/2010","06/12/2010","06/12/2010","06/12/2010","06/12/2010","06/12/2010","06/12/2010","06/12/2010",NA,"Bhushan Power & Steel Ltd",154084847481,"Metals & Mining"
"154084852253","Amanta Healthcare Ltd","IPO","05/10/2010","05/10/2010",NA,17.99,NA,0,0,0,0,0,0,0,0,0,0,0,0,2.1,1,1,0,"Pharmaceuticals","Pharmaceuticals","Healthcare","Pharmaceuticals & Medical Research","Pharmaceuticals (NEC)","05/10/2010","India","05/10/2010","05/10/2010","05/10/2010","05/10/2010","05/10/2010","05/10/2010","05/10/2010","05/10/2010",NA,"Amanta Healthcare Ltd",154084852253,"Pharmaceuticals"
"154084835394","Entertainment World Developers Ltd","IPO","14/07/2010","14/07/2010",NA,96.36,NA,0,0,0,0,0,0,0,0,0,0,0,0,3.5,1,1,0,"Construction & Engineering","Construction & Engineering","Industrials","Industrial & Commercial Services","Land Division & Subdivision","14/07/2010","India","14/07/2010","14/07/2010","14/07/2010","14/07/2010","14/07/2010","14/07/2010","14/07/2010","14/07/2010",NA,"Entertainment World Developers Ltd",154084835394,"Construction & Engineering"
"154084836852","Spandana Sphoorty Financial, Ltd.","IPO","18/08/2010","16/08/2019",NA,167.23,NA,0,0,0,0,0,0,0,0,0,0,0,0,12.1,1,1,0,"Banking Services","Consumer Lending","Financials","Banking & Investment Services","Consumer Lending (NEC)","16/08/2019","India","18/08/2010","16/08/2019","16/08/2019","18/08/2010","16/08/2019","16/08/2019","18/08/2010","16/08/2019",NA,"Spandana Sphoorty Financial, Ltd.",154084836852,"Banking Services"
"154084809917","Share Microfin Ltd","IPO","18/08/2010","18/08/2010",NA,500,NA,0,0,0,0,0,0,0,0,0,0,0,0,2.9,1,1,0,"Banking Services","Consumer Lending","Financials","Banking & Investment Services","Consumer Lending (NEC)","18/08/2010","India","18/08/2010","18/08/2010","18/08/2010","18/08/2010","18/08/2010","18/08/2010","18/08/2010","18/08/2010",NA,"Share Microfin Ltd",154084809917,"Banking Services"
"154084844917","ICOMM Tele","IPO","05/04/2010","05/04/2010",NA,45.09,NA,0,0,0,0,0,0,0,0,0,0,0,0,4.3,1,1,0,"Construction & Engineering","Construction & Engineering","Industrials","Industrial & Commercial Services","Construction & Engineering (NEC)","05/04/2010","India","05/04/2010","05/04/2010","05/04/2010","05/04/2010","05/04/2010","05/04/2010","05/04/2010","05/04/2010",NA,"ICOMM Tele",154084844917,"Construction & Engineering"
"154084846067","Avestha Gengraine Technologies Pvt Ltd","IPO","04/03/2008","04/03/2008",NA,200,NA,0,0,0,0,0,0,0,0,0,0,0,0,7,1,1,0,"Pharmaceuticals","Pharmaceuticals","Healthcare","Pharmaceuticals & Medical Research","Pharmaceuticals (NEC)","04/03/2008","India","04/03/2008","04/03/2008","04/03/2008","04/03/2008","04/03/2008","04/03/2008","04/03/2008","04/03/2008",NA,"Avestha Gengraine Technologies Pvt Ltd",154084846067,"Pharmaceuticals"
"34391688667","The Indian Hotels Company Ltd","Merger","30/09/2006","30/09/2006",NA,0,"Taj Hotels Resorts & Palaces",0,0,0,0,0,0,0,0,0,0,0,0,4.1,1,0,0,"Hotels & Entertainment Services","Hotels, Motels & Cruise Lines","Consumer Cyclicals","Cyclical Consumer Services","Hotels, Motels & Cruise Lines (NEC)","30/09/2006","India","30/09/2006","30/09/2006","30/09/2006","30/09/2006","30/09/2006","30/09/2006","30/09/2006","30/09/2006",NA,"The Indian Hotels Company Ltd",34391688667,"Hotels & Entertainment Services"
"34391710841","Adamya Computing Technologies Pte Ltd","Merger","31/05/2007","31/05/2007",NA,0,"Ktwo Technology Solutions Pvt Ltd",0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,"Software & IT Services","Software","Technology","Software & IT Services","Application Software","31/05/2007","India","31/05/2007","31/05/2007","31/05/2007","31/05/2007","31/05/2007","31/05/2007","31/05/2007","31/05/2007",NA,"Adamya Computing Technologies Pte Ltd",34391710841,"Software & IT Services"
"34391695353","Ttk Healthcare Svcs Pvt Ltd","Merger","11/12/2006","31/12/2006",NA,0,"Swiss Reinsurance Co Ltd",0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,"Healthcare Providers & Services","Healthcare Facilities & Services","Healthcare","Healthcare Services & Equipment","Ambulance & Emergency Services","31/12/2006","India","11/12/2006","31/12/2006","31/12/2006","11/12/2006","31/12/2006","31/12/2006","11/12/2006","31/12/2006",NA,"Ttk Healthcare Svcs Pvt Ltd",34391695353,"Healthcare Providers & Services"
"154084736893","Fame India Ltd","IPO","05/04/2005","12/04/2005",NA,9.9,NA,0,0,0,0,0,0,0,0,0,0,0,0,3.8,1,1,0,"Hotels & Entertainment Services","Leisure & Recreation","Consumer Cyclicals","Cyclical Consumer Services","Movie Theaters & Movie Products","12/04/2005","India","05/04/2005","12/04/2005","12/04/2005","05/04/2005","12/04/2005","12/04/2005","05/04/2005","12/04/2005",NA,"Fame India Ltd",154084736893,"Hotels & Entertainment Services"
"34392654031","eTree Marketing Pvt., Ltd.","Merger","09/02/2012","09/02/2012",NA,0,"Flipkart Internet Pvt Ltd",0,0,0,0,0,0,0,0,0,0,0,0,1.1,1,0,0,"Specialty Retailers","Computer & Electronics Retailers","Consumer Cyclicals","Retailers","Consumer Electronics Retailers","09/02/2012","India","09/02/2012","09/02/2012","09/02/2012","09/02/2012","09/02/2012","09/02/2012","09/02/2012","09/02/2012",NA,"eTree Marketing Pvt., Ltd.",34392654031,"Specialty Retailers"
"154087334128","Bridgei2i Analytics Solutions Pvt Ltd","Merger","11/10/2021","18/11/2021",NA,0,"Accenture PLC",0,0,0,0,0,0,0,0,0,0,0,0,5.5,1,0,0,"Software & IT Services","Software","Technology","Software & IT Services","Enterprise Software","18/11/2021","India","11/10/2021","18/11/2021","18/11/2021","11/10/2021","18/11/2021","18/11/2021","11/10/2021","18/11/2021",NA,"Bridgei2i Analytics Solutions Pvt Ltd",154087334128,"Software & IT Services"
"34391277166","CL Educate Ltd","Merger","30/05/2006","30/05/2006",NA,0,"Career Launcher India Ltd",0,0,0,0,0,0,0,0,0,0,0,0,5.7,1,0,0,"Telecommunications Services","Integrated Telecommunications Services","Technology","Telecommunications Services","Internet Service Providers","30/05/2006","India","30/05/2006","30/05/2006","30/05/2006","30/05/2006","30/05/2006","30/05/2006","30/05/2006","30/05/2006",NA,"CL Educate Ltd",34391277166,"Telecommunications Services"
"34391625308","Intas Pharmaceuticals Ltd","Secondary Sales","13/12/2005","13/12/2005",NA,0,"Chrys Capital III LLC",0,0,0,0,0,0,0,0,0,0,0,0,9.9,1,0,0,"Pharmaceuticals","Pharmaceuticals","Healthcare","Pharmaceuticals & Medical Research","Pharmaceuticals (NEC)","13/12/2005","India","13/12/2005","13/12/2005","13/12/2005","13/12/2005","13/12/2005","13/12/2005","13/12/2005","13/12/2005",NA,"Intas Pharmaceuticals Ltd",34391625308,"Pharmaceuticals"
"34392683265","Firepro Systems Pvt., Ltd.","Merger","11/05/2012","11/05/2012",NA,0,"Panasonic Corp",0,0,0,0,0,0,0,0,0,0,0,0,6.1,1,0,0,"Communications & Networking","Communications & Networking","Technology","Technology Equipment","Communications & Networking (NEC)","11/05/2012","India","11/05/2012","11/05/2012","11/05/2012","11/05/2012","11/05/2012","11/05/2012","11/05/2012","11/05/2012",NA,"Firepro Systems Pvt., Ltd.",34392683265,"Communications & Networking"
"34392703061","Chakpak.com","Merger","15/05/2012","15/05/2012",NA,0,"Trivone Digital Services Pvt Ltd",0,0,0,0,0,0,0,0,0,0,0,0,3.4,1,0,0,"Telecommunications Services","Integrated Telecommunications Services","Technology","Telecommunications Services","Internet Service Providers","15/05/2012","India","15/05/2012","15/05/2012","15/05/2012","15/05/2012","15/05/2012","15/05/2012","15/05/2012","15/05/2012",NA,"Chakpak.com",34392703061,"Telecommunications Services"
"34392712405","Gingersoft Media Pvt., Ltd.","Merger","27/06/2012","27/06/2012",NA,0,"ValueFirst Digital",0,0,0,0,0,0,0,0,0,0,0,0,4.8,1,0,0,"Media & Publishing","Advertising & Marketing","Consumer Cyclicals","Cyclical Consumer Services","Advertising & Marketing (NEC)","27/06/2012","India","27/06/2012","27/06/2012","27/06/2012","27/06/2012","27/06/2012","27/06/2012","27/06/2012","27/06/2012",NA,"Gingersoft Media Pvt., Ltd.",34392712405,"Media & Publishing"
"154087337216","Ideal Cures Pvt Ltd","Merger","14/10/2021","14/10/2021",NA,0,"Colorcon Inc",0,0,0,0,0,0,0,0,0,0,0,0,4.6,1,0,0,"Pharmaceuticals","Pharmaceuticals","Healthcare","Pharmaceuticals & Medical Research","Pharmaceuticals (NEC)","14/10/2021","India","14/10/2021","14/10/2021","14/10/2021","14/10/2021","14/10/2021","14/10/2021","14/10/2021","14/10/2021",NA,"Ideal Cures Pvt Ltd",154087337216,"Pharmaceuticals"
"34392739065","UrbanTouch.com","Merger","28/08/2012","28/08/2012",NA,0,"Fashion & You",0,0,0,0,0,0,0,0,0,0,0,0,1.6,1,0,0,"Specialty Retailers","Miscellaneous Specialty Retailers","Consumer Cyclicals","Retailers","Personal Care Products Retailers","28/08/2012","India","28/08/2012","28/08/2012","28/08/2012","28/08/2012","28/08/2012","28/08/2012","28/08/2012","28/08/2012",NA,"UrbanTouch.com",34392739065,"Specialty Retailers"
"34392794292","Casa Grande Pvt., Ltd.","Merger","03/10/2012","03/10/2012",NA,0,"Undisclosed Acquiror",0,0,0,0,0,0,0,0,0,0,0,0,7.8,1,0,0,"Construction & Engineering","Construction & Engineering","Industrials","Industrial & Commercial Services","Land Division & Subdivision","03/10/2012","India","03/10/2012","03/10/2012","03/10/2012","03/10/2012","03/10/2012","03/10/2012","03/10/2012","03/10/2012",NA,"Casa Grande Pvt., Ltd.",34392794292,"Construction & Engineering"
"34392759803","TooStep Consultancy Pvt., Ltd.","Merger","08/10/2012","08/10/2012",NA,0,"Info Edge (India) Ltd",0,0,0,0,0,0,0,0,0,0,0,0,3.8,1,0,0,"Telecommunications Services","Integrated Telecommunications Services","Technology","Telecommunications Services","Internet Service Providers","08/10/2012","India","08/10/2012","08/10/2012","08/10/2012","08/10/2012","08/10/2012","08/10/2012","08/10/2012","08/10/2012",NA,"TooStep Consultancy Pvt., Ltd.",34392759803,"Telecommunications Services"
"34392769227","Viedea Capital Advisors Pvt., Ltd.","Merger","25/10/2012","25/10/2012",NA,0,"Allegro Advisors Pvt Ltd",0,0,0,0,0,0,0,0,0,0,0,0,4.7,1,0,0,"Investment Banking & Investment Services","Investment Management & Fund Operators","Financials","Banking & Investment Services","Venture Capital","25/10/2012","India","25/10/2012","25/10/2012","25/10/2012","25/10/2012","25/10/2012","25/10/2012","25/10/2012","25/10/2012",NA,"Viedea Capital Advisors Pvt., Ltd.",34392769227,"Investment Banking & Investment Services"
"34392774115","Exclusively.In, Inc.","Merger","08/11/2012","08/11/2012",NA,0,"Vector E-commerce Pvt Ltd",0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,"Diversified Retail","Discount Stores","Consumer Cyclicals","Retailers","Internet & Mail Order Discount Stores","08/11/2012","India","08/11/2012","08/11/2012","08/11/2012","08/11/2012","08/11/2012","08/11/2012","08/11/2012","08/11/2012",NA,"Exclusively.In, Inc.",34392774115,"Diversified Retail"
"34392105378","Apollo Health Street Ltd","Merger","11/12/2012","13/03/2013",NA,0,"Sutherland Global Services Ltd",0,0,0,0,0,0,0,0,0,0,0,0,7.9,1,0,0,"Healthcare Providers & Services","Healthcare Facilities & Services","Healthcare","Healthcare Services & Equipment","Healthcare Facilities & Services (NEC)","13/03/2013","India","11/12/2012","13/03/2013","13/03/2013","11/12/2012","13/03/2013","13/03/2013","11/12/2012","13/03/2013",NA,"Apollo Health Street Ltd",34392105378,"Healthcare Providers & Services"
"154084864853","Credit Analysis & Research, Ltd.","IPO","30/09/2011","13/12/2012",NA,99.08,NA,0,0,0,0,0,0,0,0,0,0,0,0,16,1,1,0,"Professional & Commercial Services","Professional Information Services","Industrials","Industrial & Commercial Services","Professional Information Services (NEC)","13/12/2012","India","30/09/2011","13/12/2012","13/12/2012","30/09/2011","13/12/2012","13/12/2012","30/09/2011","13/12/2012",NA,"Credit Analysis & Research, Ltd.",154084864853,"Professional & Commercial Services"
